BUSINESSNAME,BUSINESSTYPECATEGORYDESC,BUSINESSTYPEDESCRIPTION,LOCATIONADDRESSLINE1,LOCATIONADDRESSLINE2,LOCATIONCITY,LOCATIONSTATE,LOCATIONZIP,LOCATIONCOUNTY,VOICEPHONE,WEBSITE,EMAILADDRESS,LOCATIONLAT,LOCATIONLONG,ACTIVESTATUSFLAG,CREDENTIALSTATUS,LICENSEDBEDTOTAL,CERTIFIEDBEDTOTAL,DATASOURCE
"Michael T. Snitzer M.D., Llc",Practitioner Corporation,PC - Prescriber Practice,735 Niles Cortland Road,S.E.,Warren,OH,44484,Trumbull,(330) 856-6098,,Msnitzer@Embarqmail.Com,41.231510,-80.740259,True,Active,,,PharmacyBoard
Mineral Ridge Primary Care,Practitioner Corporation,PC - Prescriber Practice,1360 N. Canfield-Niles Road,,Mineral Ridge,OH,44440,Trumbull,(330) 652-6556,,Ptucker@Mercy.Com,41.131683,-80.768714,True,Active,,,PharmacyBoard
Naples Primary Care Llc,Practitioner Corporation,PC - Prescriber Practice,8480 East Market St,,Warren,OH,44484,Trumbull,(330) 307-6946,,Naplesprimarycare1@Gmail.Com,41.238050,-80.739010,True,Active,,,PharmacyBoard
Nightingale Np Inc,Practitioner Corporation,PC - Prescriber Practice,8231 Main St,,Kinsman,OH,44428,Trumbull,(216) 925-3441,,David@Nightingalenpinc.Com,41.444927,-80.588123,True,Active,,,PharmacyBoard
Niles Primary Care,Practitioner Corporation,PC - Prescriber Practice,929 Robbins Ave,,Niles,OH,44446,Trumbull,330-429-0202,,Tctaylor@Mercy.Com,41.182357,-80.746512,True,Active,,,PharmacyBoard
Northeast Ohio Foot And Wound Ctr,Practitioner Corporation,PC - Prescriber Practice,8588 E Market St,,Warren,OH,44484,Trumbull,(330) 856-4444,,Office@Neofootandankle.Com,41.237970,-80.736320,True,Active,,,PharmacyBoard
"Northern Ohio Medical Specialists, Llc",Practitioner Corporation,PC - Prescriber Practice,4696 Mahoning Ave Nw,,Warren,OH,44483,Trumbull,(419) 626-6161 ext 3,,Noms-Credentialing@Nomshealthcare.Com,41.285660,-80.846161,True,Active,,,PharmacyBoard
"Northern Ohio Medical Specialists, Llc",Practitioner Corporation,PC - Prescriber Practice,1252 Youngstown Warren Rd Ste B,,Niles,OH,44446,Trumbull,(419) 626-6161,,Dwitter@Nomshealthcare.Com,41.203266,-80.737606,True,Active,,,PharmacyBoard
"Northern Ohio Medical Specialists, Llc",Practitioner Corporation,PC - Prescriber Practice,720 Youngstown Warren Rd,,Niles,OH,44446,Trumbull,(419) 626-6161 ext 3,,Noms-Credentialing@Nomshealthcare.Com,41.195008,-80.727589,True,Active,,,PharmacyBoard
"Northern Ohio Medical Specialists, Llc(1842 East Market St)",Practitioner Corporation,PC - Prescriber Practice,1842 E Market St,,Warren,OH,44483,Trumbull,(419) 626-6161,,Noms-Credentialing@Nomshealthcare.Com,41.236413,-80.793357,True,Active,,,PharmacyBoard
"Northern Ohio Medical Specialists, Llc(200 Garfield Dr Ne Ste 1-Warren)",Practitioner Corporation,PC - Prescriber Practice,200 Garfield Dr Ne Ste 1,,Warren,OH,44483,Trumbull,(419) 626-6161,,Dwitter@Nomshealthcare.Com,41.238192,-80.786046,True,Active,,,PharmacyBoard
Ob/Gyn Associates Of Warren,Practitioner Corporation,PC - Prescriber Practice,1842 E Market St,,Warren,OH,44483,Trumbull,(330) 856-7212,,Ard@Warren-Obgyn.Com,41.236413,-80.793357,True,Active,,,PharmacyBoard
Optimize Health Clinic Llc,Practitioner Corporation,PC - Prescriber Practice,4300 Belmont Ave Ste 3,,Youngstown,OH,44505,Trumbull,(614) 619-8137,,Info@Optimizehealthclinic.Com,41.159800,-80.665250,True,Active,,,PharmacyBoard
"Osh Oh Physician Group, Pc",Practitioner Corporation,PC - Prescriber Practice,3551 Belmont Ave Ste 19-B,,Youngstown,OH,44505,Trumbull,(844) 808-8262,,Tara.Schubert@Oakstreethealth.Com,41.146702,-80.665160,True,Active,,,PharmacyBoard
Parkman Medical Group,Practitioner Corporation,PC - Prescriber Practice,2760 Parkman Road,N.W.,Warren,OH,44485,Trumbull,(330) 898-1723,,Rs_Pmg@Yahoo.Com,41.253857,-80.858240,True,Active,,,PharmacyBoard
"Patriot Housecall, Inc.",Practitioner Corporation,PC - Prescriber Practice,986 Tibbetts Wick Rd,,Girard,OH,44420,Trumbull,(330) 553-4710,,Gdavis@Patriotathome.Org,41.185540,-80.693500,True,Active,,,PharmacyBoard
"Pda Specialty, Llc",Practitioner Corporation,PC - Prescriber Practice,6285 Youngstown Warren Rd,,Niles,OH,44446,Trumbull,(330) 505-9224,,Compliance@Nadentalgroup.Com,41.205522,-80.740285,True,Active,,,PharmacyBoard
"Pediatric Associates Of Warren, Inc.",Practitioner Corporation,PC - Prescriber Practice,321 Niles Cortland Rd Ne,,Warren,OH,44484,Trumbull,(330) 609-5588,,Peds4kids@Aol.Com,41.241362,-80.740742,True,Active,,,PharmacyBoard
"Phillip P. Malvasi D.O., Llc",Practitioner Corporation,PC - Prescriber Practice,1017 Youngstown Warren Rd.,,Niles,OH,44446,Trumbull,(330) 544-5600,,Ppm5600@Yahoo.Com,41.201062,-80.733868,True,Active,,,PharmacyBoard
Premier Care Pediatrics,Practitioner Corporation,PC - Prescriber Practice,2642 State Route 5,,Cortland,OH,44410,Trumbull,(330) 841-5500,,Compliance@Onehealthohio.Org,41.290408,-80.762465,True,Active,,,PharmacyBoard
"Premium Pediatrics, Inc.",Practitioner Corporation,PC - Prescriber Practice,918 Youngstown Warren Road,Suite C,Niles,OH,44446,Trumbull,(330) 652-3100,,Premiumpediatrics@Sbcglobal.Net,41.198698,-80.730962,True,Active,,,PharmacyBoard
Primary Care Services,Practitioner Corporation,PC - Prescriber Practice,7264 Warren-Sharon Road,,Brookfield,OH,44403,Trumbull,(724) 699-6708,,Aallen3@Mmchs.Org,41.234605,-80.555950,True,Active,,,PharmacyBoard
"Professional Dental Alliance Of Warren, Llc",Practitioner Corporation,PC - Prescriber Practice,4329 Mahoning Ave Nw Ste B,,Warren,OH,44483,Trumbull,(330) 847-7373,,Compliance@Nadentalgroup.Com,41.278575,-80.843118,True,Active,,,PharmacyBoard
"Retina Associates Of Cleveland, Inc",Practitioner Corporation,PC - Prescriber Practice,170 North Rd. Ne,,Warren,OH,44483,Trumbull,(216) 831-5700,,Credentialing@Retinadoctors.Com,41.237888,-80.766303,True,Active,,,PharmacyBoard
"Robert F. Naples, D.O., Inc.",Practitioner Corporation,PC - Prescriber Practice,1244 E Market St,,Warren,OH,44483,Trumbull,(330) 395-6101,,Napes.1@Hotmail.Com,41.236270,-80.801798,True,Active,,,PharmacyBoard
"Robert F. Naples, D.O., Inc.",Practitioner Corporation,PC - Prescriber Practice,2249 Elm Road,,Cortland,OH,44410,Trumbull,(330) 395-6101,,Napes.1@Hotmail.Com,41.278822,-80.773753,True,Active,,,PharmacyBoard
Rogen Enterprises Inc.,Practitioner Corporation,PC - Prescriber Practice,8828 E Market St Ste 1,,Warren,OH,44484,Trumbull,(412) 855-6013,,Srosa@Qckinetix.Com,41.237808,-80.731299,True,Active,,,PharmacyBoard
Southwoods Physician Services,Practitioner Corporation,PC - Prescriber Practice,560 Gypsy Ln,,Youngstown,OH,44505,Trumbull,(330) 985-4846,,Swhclia@Southwoodshealth.Com,41.133797,-80.661800,True,Active,,,PharmacyBoard
Southwoods Physician Services,Practitioner Corporation,PC - Prescriber Practice,425 Robbins Ave,,Niles,OH,44446,Trumbull,(330) 985-4846,,Swhclia@Southwoodshealth.Com,41.182506,-80.754872,True,Active,,,PharmacyBoard
Southwoods Physician Services - Chuirazzi,Practitioner Corporation,PC - Prescriber Practice,9375 E Market St Ste 1,,Warren,OH,44484,Trumbull,(330) 985-4846,,Swhclia@Southwoodshealth.Com,41.236981,-80.720841,True,Active,,,PharmacyBoard
Southwoods Physician Services - Dr. Delliquadri,Practitioner Corporation,PC - Prescriber Practice,116 E Liberty St,,Girard,OH,44420,Trumbull,(330) 985-4846,,Swhclia@Southwoodshealth.Com,41.154191,-80.697898,True,Active,,,PharmacyBoard
Southwoods Physician Services - Dr. Enyert,Practitioner Corporation,PC - Prescriber Practice,121 E Liberty St,,Girard,OH,44420,Trumbull,(330) 985-4846,,Swhclia@Southwoodshealth.Com,41.153916,-80.697764,True,Active,,,PharmacyBoard
Southwoods Physician Services - Gyn/Mondary,Practitioner Corporation,PC - Prescriber Practice,1651 E Market St,,Warren,OH,44483,Trumbull,(330) 985-4846,,Swhclia@Southwoodshealth.Com,41.236653,-80.795739,True,Active,,,PharmacyBoard
Southwoods Physician Services - Msk Howland,Practitioner Corporation,PC - Prescriber Practice,8740 E Market St Ste 2,,Warren,OH,44484,Trumbull,(330) 985-4846,,Swhclia@Southwoodshealth.Com,41.236989,-80.721453,True,Active,,,PharmacyBoard
Southwoods Physician Services - Myers,Practitioner Corporation,PC - Prescriber Practice,2581 North Rd Ne,,Warren,OH,44483,Trumbull,(330) 985-4846,,Swhclia@Southwoodshealth.Com,41.264650,-80.774735,True,Active,,,PharmacyBoard
Southwoods Physician Services - Primary Care Dr. Altawil,Practitioner Corporation,PC - Prescriber Practice,4439 Mahoning Ave Nw Ste A,,Warren,OH,44483,Trumbull,(330) 985-4846,,Swhclia@Southwoodshealth.Com,41.280826,-80.844230,True,Active,,,PharmacyBoard
Southwoods Physician Services - Primary Care Dr. Doss,Practitioner Corporation,PC - Prescriber Practice,2600 State Route 5 Bldg C Ste 2636,,Cortland,OH,44410,Trumbull,(330) 985-4846,,Swhclia@Southwoodshealth.Com,41.289240,-80.763811,True,Active,,,PharmacyBoard
Southwoods Physician Services - Primary Care Sammarone,Practitioner Corporation,PC - Prescriber Practice,730 N Main St,,Hubbard,OH,44425,Trumbull,(330) 985-4846,,Swhclia@Southwoodshealth.Com,41.164388,-80.569129,True,Active,,,PharmacyBoard
Southwoods Physician Services Primary Care - Dr. Ballester,Practitioner Corporation,PC - Prescriber Practice,1405 E Market St,,Warren,OH,44483,Trumbull,(330) 985-4846,,Swhclia@Southwoodshealth.Com,41.236598,-80.798815,True,Active,,,PharmacyBoard
St. Joseph Pain Management Center Suite B,Practitioner Corporation,PC - Prescriber Practice,1934 Niles-Cortland Road,,Warren,OH,44484,Trumbull,(330) 856-3786,,Jlong@Mercy.Com,41.233000,-80.755800,True,Active,,,PharmacyBoard
St. Joseph Warren General Surgery,Practitioner Corporation,PC - Prescriber Practice,627 Eastland Ave.. Suite 201,,Warren,OH,44484,Trumbull,330-272-7246,,Tragozzino@Mercy.Com,41.231396,-80.778167,True,Active,,,PharmacyBoard
T M Pokabla Dpm Llc,Practitioner Corporation,PC - Prescriber Practice,248 Niles Cortland Rd Ne,,Warren,OH,44484,Trumbull,(330) 856-1700,,Thomaspokabla@Yahoo.Com,41.240337,-80.740369,True,Active,,,PharmacyBoard
"Terry B. Philibin Dds, Ms, Inc.",Practitioner Corporation,PC - Prescriber Practice,405 Niles Cortland Rd Se Suite 101,,Warren,OH,44484,Trumbull,(330) 856-7111,,Tphilibin@Neo.Rr.Com,41.235081,-80.740325,True,Active,,,PharmacyBoard
"The Heart & Vascular Institute, Warren Cardiology",Practitioner Corporation,PC - Prescriber Practice,627 Eastland Ave Se Ste 301,,Warren,OH,44484,Trumbull,(330) 402-3453,,Smcbride@Mercy.Com,41.231396,-80.778167,True,Active,,,PharmacyBoard
"The Heart And Vascular Institute, Warren Cardiac Imaging",Practitioner Corporation,PC - Prescriber Practice,627 Eastland Ave. Se,Ste. 101,Warren,OH,44485,Trumbull,(330) 480-2227,,Jennifer_Rager@Mercy.Com,41.231396,-80.778167,True,Active,,,PharmacyBoard
"Trumbull Mahoning Medical Group, Inc.",Practitioner Corporation,PC - Prescriber Practice,2600 Elm Road,,Cortland,OH,44410,Trumbull,(330) 372-8800,,Sserotko@Trumbullmahoning.Com,41.289240,-80.763812,True,Active,,,PharmacyBoard
Uh Newton Falls Family Practice,Practitioner Corporation,PC - Prescriber Practice,43 W Broad St,,Newton Falls,OH,44444,Trumbull,(330) 281-7648,,Connie.Starcher@Uhhospitals.Org,41.188158,-80.976835,True,Active,,,PharmacyBoard
Vienna Primary Care,Practitioner Corporation,PC - Prescriber Practice,341 Youngstown-Kingsville Rd. Se,,Vienna,OH,44473,Trumbull,(330) 394-2305,,Sgerberry@Mercy.Com,41.235263,-80.663615,True,Active,,,PharmacyBoard
"Warren Medical Group, Inc.",Practitioner Corporation,PC - Prescriber Practice,461 Niles Cortland Road,,Warren,OH,44484,Trumbull,(330) 219-0299,,Warrenmedicalgroup@Gmail.Com,41.233000,-80.755800,True,Active,,,PharmacyBoard
Warren Oral And Facial Surgery,Practitioner Corporation,PC - Prescriber Practice,8893 East Market St.,,Warren,OH,44484,Trumbull,(330) 856-7950,,Office@Drjeffmcclain.Com,41.238033,-80.729792,True,Active,,,PharmacyBoard
"Yogesh O. Sheth, M.D.",Practitioner Corporation,PC - Prescriber Practice,940 Robbins Avenue,,Niles,OH,44446,Trumbull,(330) 652-7973,,Rs_Pmg@Yahoo.Com,41.182618,-80.745406,True,Active,,,PharmacyBoard
Youngstown Orthopaedic Associates,Practitioner Corporation,PC - Prescriber Practice,1695 Niles-Cortland Road Ne,,Warren,OH,44484,Trumbull,(330) 758-0577,,Dmalleske@Youngstownortho.Com,41.259215,-80.741046,True,Active,,,PharmacyBoard
Belmont Pines Hospital,Psychiatric Residential Treatment Facilities,06 PSYCHIATRIC RESIDENTIAL TREATMENT FAC,2282 Reeves Road Ne,,Warren,OH,44483,Trumbull,(330)545-7964,,Jeanne.Powell@Uhsinc.Com,41.253199,-80.787342,True,ACTIVE,,,OHAL
"Armstrong Memory Care Assisted Living, Llc",Residential Care Facility,L1  RESIDENTIAL CARE,2 Windsor Place,,Warren,OH,44483,Trumbull,(234)806-3320,,Kstein@Windsorhouseinc.Com,41.256500,-80.810200,True,ACTIVE,44.0,0.0,OHAL
Brookfield Personal  Retirement Care Center,Residential Care Facility,L2  ADULT GROUP HOME,7525 Warren-Sharon Rd,,Brookfield,OH,44403,Trumbull,(330)448-2822,,,41.235445,-80.543600,True,ACTIVE,16.0,0.0,OHAL
Brookfield Personal Assisted Care Center,Residential Care Facility,L2  ADULT GROUP HOME,7527 Warren-Sharon Road,,Brookfield,OH,44403,Trumbull,(330)448-6387,,,41.235444,-80.543575,True,ACTIVE,16.0,0.0,OHAL
"Champion Estates, Llc",Residential Care Facility,L1  RESIDENTIAL CARE,1 Windsor Place,,Warren,OH,44483,Trumbull,(330)841-1555,,Vdalesandro@Windsorhouseinc.Com,41.256500,-80.810200,True,ACTIVE,65.0,0.0,OHAL
Cs Al Opco Llc,Residential Care Facility,L1  RESIDENTIAL CARE,1340 Mahoning Avenue Nw,,Warren,OH,44483,Trumbull,(330)394-3037,,Admin@Communityskilled.Com,41.247667,-80.827508,True,ACTIVE,44.0,0.0,OHAL
"Elmwood Assisted Living, Llc",Residential Care Facility,L1  RESIDENTIAL CARE,871 Elmwood Drive,,Hubbard,OH,44425,Trumbull,(330)568-8127,,Jmcilone@Inspirahealthgroup.Com,41.169608,-80.554277,True,ACTIVE,136.0,0.0,OHAL
"Grace Woods Niles Opco, Llc",Residential Care Facility,L1  RESIDENTIAL CARE,730 Youngstown - Warren Road,,Niles,OH,44446,Trumbull,(330)652-4177,,Kdawkins@Nileswayhc.Com,41.195446,-80.727813,True,ACTIVE,78.0,0.0,OHAL
Gustavus Senior Care,Residential Care Facility,L1  RESIDENTIAL CARE,8785 Youngstown-Kingsville Road,,Farmdale,OH,44417,Trumbull,(330)355-7000,,Cbrown@Thelegacyalc.Com,41.459585,-80.665716,True,ACTIVE,24.0,0.0,OHAL
"Hooberry & Associates, Inc.",Residential Care Facility,L1  RESIDENTIAL CARE,2200 Milton Blvd.,,Newton Falls,OH,44444,Trumbull,(330)420-8753,,Tmaroni@Hollandmgmt.Com,41.171176,-80.958925,True,ACTIVE,36.0,0.0,OHAL
Just Like Home Iii,Residential Care Facility,L2  ADULT FAMILY HOME,1522 North Road Ne,,Warren,OH,44483,Trumbull,(330)372-2507,,Jmmihas@Yahoo.Com,41.252136,-80.773569,True,ACTIVE,5.0,0.0,OHAL
"Ksms Clearview Lantern, Llc",Residential Care Facility,L1  RESIDENTIAL CARE,596 Champion Avenue West,,Warren,OH,44483,Trumbull,(330)847-6800,,Kclawges@Keystonesenior.Com,41.291611,-80.858696,True,ACTIVE,73.0,0.0,OHAL
"Mineral Ridge Skilled Nursing And Residential Care, Llc",Residential Care Facility,L1  RESIDENTIAL CARE,3379 Main Street,,Mineral Ridge,OH,44440,Trumbull,(330)652-9901,,Kkauffman@Continuinghc.Com,41.147298,-80.768646,True,ACTIVE,52.0,0.0,OHAL
Nancy's Happy Haven,Residential Care Facility,L2  ADULT GROUP HOME,506 W Park Avenue,,Niles,OH,44446,Trumbull,(330)544-8284,,N.Tucke@Aol.Com,41.180758,-80.775996,True,ACTIVE,9.0,0.0,OHAL
"Niles Residential Care, Llc",Residential Care Facility,L1  RESIDENTIAL CARE,2567 Niles-Vienna Road,,Niles,OH,44446,Trumbull,(330)652-6745,,Bparsons@Continuinghc.Com,41.203867,-80.714840,True,ACTIVE,95.0,0.0,OHAL
Otterbein Cortland Llc,Residential Care Facility,L1  RESIDENTIAL CARE,303 North Mecca  Street,,Cortland,OH,44410,Trumbull,(330)638-2420,,Bkolenich@Ohioliving.Org,41.335511,-80.731170,True,ACTIVE,30.0,0.0,OHAL
Over The Rainbow Inc,Residential Care Facility,L2  ADULT FAMILY HOME,110 Windsor Drive,,Cortland,OH,44410,Trumbull,(330)638-9599,,Ovtr@Embargmail.Com,41.311245,-80.733789,True,ACTIVE,5.0,0.0,OHAL
Peggy Feathers Adult Family Home,Residential Care Facility,L2  ADULT FAMILY HOME,3033 Tod Ave Nw,,Warren,OH,44485,Trumbull,(330)898-4053,,,41.261687,-80.840601,True,ACTIVE,5.0,0.0,OHAL
Reginald's Home For Veterans,Residential Care Facility,L2  ADULT FAMILY HOME,162 Federal Street Nw,,Warren,OH,44483,Trumbull,(330)307-5850,,Firstladyviv@Yahoo.Com,41.255495,-80.817588,True,ACTIVE,5.0,0.0,OHAL
Shepherd Of The Valley Lutheran Retirement,Residential Care Facility,L1  RESIDENTIAL CARE,4100 North River Road,,Warren,OH,44484,Trumbull,(330)856-9232,,Tsalvino@Shepherdofthevalley.Com,41.265403,-80.752413,True,ACTIVE,100.0,0.0,OHAL
"Shepherd Of The Valley Lutheran Retirement Services, Inc.",Residential Care Facility,L1  RESIDENTIAL CARE,1501 Tibbetts-Wick Road,,Girard,OH,44420,Trumbull,(330)544-0771,,Cparish@Shepherdofthevalley.Com,41.183857,-80.676036,True,ACTIVE,72.0,0.0,OHAL
Southview Manor,Residential Care Facility,L2  ADULT GROUP HOME,547 South Main St,,Niles,OH,44446,Trumbull,(330)652-4816,,,41.175382,-80.766117,True,ACTIVE,16.0,0.0,OHAL
Northeastern Ohio Infectious Disease Assoc Inc,Ryan White Provider,,1353 E Market St,Ste 103,Warren,OH,44483,Trumbull,(234) 430-0401,,,41.285660,-80.846161,True,,,,RW
Northeastern Ohio Infectious Disease Assoc Inc,Ryan White Provider,,4696 Mahoning Ave Nw,,Warren,OH,44483,Trumbull,(234) 430-0401,,,41.285660,-80.846161,True,,,,RW
Akron Children's Hospital Urgent Care At Warren,Urgent Care,UR - Urgent/Convenience Care,5000 East Market St.,,Warren,OH,44484,Trumbull,(330) 543-2500,,Aflory@Akronchildrens.Org,41.237761,-80.754232,True,Active,,,PharmacyBoard
On Demand Immediate Care,Urgent Care,UR - Urgent/Convenience Care,1500 Mckinley Ave,,Niles,OH,44446,Trumbull,(330) 953-0243,,Tcrofford@Ondemandoccmed.Com,41.176378,-80.737549,True,Active,,,PharmacyBoard
Quickmed Urgent Care,Urgent Care,UR - Urgent/Convenience Care,421 S High St,,Cortland,OH,44410,Trumbull,(330) 240-2047,,Laesmail@Aol.Com,41.323793,-80.727970,True,Active,,,PharmacyBoard
Quickmed Urgent Care,Urgent Care,UR - Urgent/Convenience Care,3499 Belmont Ave,,Youngstown,OH,44505,Trumbull,(330) 240-2047,,Laesmail@Aol.Com,41.145556,-80.665208,True,Active,,,PharmacyBoard
Quickmed Urgent Care - Liberty School District,Urgent Care,UR - Urgent/Convenience Care,4115 Shady Rd,,Youngstown,OH,44505,Trumbull,(330) 240-2047,,Lena.Esmail@Quickmedclinic.Com,41.157732,-80.658067,True,Active,,,PharmacyBoard
Quickmed Urgent Care- Warren,Urgent Care,UR - Urgent/Convenience Care,2005 Elm Rd Ne,,Warren,OH,44483,Trumbull,(330) 240-2047,,Lena.Esmail@Quickmed-Uc.Com,41.253469,-80.792983,True,Active,,,PharmacyBoard
"St. Joseph Family Medical Center - Tod Avenue, Minor Emergency",Urgent Care,UR - Urgent/Convenience Care,1296 Tod Place,,Warren,OH,44485,Trumbull,(330) 841-4097,,Kevin_Blair@Mercy.Com,41.246350,-80.832101,True,Active,,,PharmacyBoard
St. Joseph Urgent Care Center,Urgent Care,UR - Urgent/Convenience Care,1950 Niles Cortland Rd,"N.E., Ste 1",Warren,OH,44484,Trumbull,330-841-4097,,Kevin_Blair@Mercy.Com,41.265199,-80.740687,True,Active,,,PharmacyBoard
Absolute Equine Veterinary Llc,Veterinary Facility,VT - Vet Facility,7789 State Route 88,,Kinsman,OH,44428,Trumbull,(740) 391-0825,,Absoluteequinevet@Gmail.Com,41.383504,-80.536983,True,Active,,,PharmacyBoard
Animal Medical Care Center,Veterinary Facility,VT - Vet Facility,5955 Youngstown-Warren Road,,Niles,OH,44446,Trumbull,(330) 652-0400,,Ssinghdvm@Hotmail.Com,41.207776,-80.743635,True,Active,,,PharmacyBoard
Animal Welfare League Trumbull Co.  Inc,Veterinary Facility,AS - Animal Shelter,812 Youngstown Kingsville Rd,Se,Vienna,OH,44473,Trumbull,(330) 539-5300,,Director@Awltrumbull.Com,41.222903,-80.663966,True,Active,,,PharmacyBoard
Animal Wellness And Healing Center,Veterinary Facility,VT - Vet Facility,47 Hall Ave,,Hubbard,OH,44425,Trumbull,(330) 631-7580,,Animalwellnessandhealingcenter@Gmail.Com,41.155667,-80.581054,True,Active,,,PharmacyBoard
Carevet Llc,Veterinary Facility,VT - Vet Facility,4828 Mahoning Ave Nw,,Warren,OH,44483,Trumbull,(314) 376-4080,,Integrations@Carevethealth.Com,41.287691,-80.846702,True,Active,,,PharmacyBoard
Carevet Llc Dba Animal Medical Care Center And Cat Hospital,Veterinary Facility,VT - Vet Facility,5955 Youngstown Warren Rd,,Niles,OH,44446,Trumbull,(314) 376-4080,,Integrations@Carevethealth.Com,41.207741,-80.743578,True,Active,,,PharmacyBoard
"Champion Animal Hospital, Inc.",Veterinary Facility,VT - Vet Facility,4828 Mahoning Avenue,,Warren,OH,44483,Trumbull,(330) 847-0014,,Petvetholly@Gmail.Com,41.287745,-80.846715,True,Active,,,PharmacyBoard
Gustavus Veterinary Services,Veterinary Facility,VT - Vet Facility,4610 State Route 87,,Farmdale,OH,44417,Trumbull,(330) 246-0975,,Gustavusvet@Gmail.Com,41.462163,-80.654531,True,Active,,,PharmacyBoard
Hvp Of Ohio Llc,Veterinary Facility,VT - Vet Facility,333 N Canal St,,Newton Falls,OH,44444,Trumbull,(312) 261-5550,,Compliance@Heartlandvetpartners.Com,41.191368,-80.975374,True,Active,,,PharmacyBoard
"Liberty Veterinary Hospital Care Of Troy J Parks, Dvm",Veterinary Facility,VT - Vet Facility,4504-D Logan Way,,Hubbard,OH,44425,Trumbull,(330) 759-9584,,Troyparksvet@Gmail.Com,41.163068,-80.634201,True,Active,,,PharmacyBoard
Lordstown Veterinary Clinic,Veterinary Facility,VT - Vet Facility,6100 Tod Ave Sw #6,,Warren,OH,44481,Trumbull,(330) 824-3367,,Deddie81@Hotmail.Com,41.172733,-80.857544,True,Active,,,PharmacyBoard
Mahoning Valley Veterinary Centre,Veterinary Facility,VT - Vet Facility,3971 Main St,,Mineral Ridge,OH,44440,Trumbull,(330) 505-9922,,Johnt@Mvvet.Com,41.134882,-80.768633,True,Active,,,PharmacyBoard
Medvet Associates Llc,Veterinary Facility,VT - Vet Facility,2680 W. Liberty Street,,Girard,OH,44420,Trumbull,(614) 505-7600,,Qra@Medvet.Com,41.143159,-80.722983,True,Active,,,PharmacyBoard
"Midwest Veterinary Partners, Llc",Veterinary Facility,VT - Vet Facility,4085 N River Rd Ne,,Warren,OH,44484,Trumbull,(562) 284-8149,,Jackie.Rannells@Mvetpartners.Com,41.265681,-80.753471,True,Active,,,PharmacyBoard
New Visions Veterinary Service,Veterinary Facility,VT - Vet Facility,5015 Greenville Rd,,Farmdale,OH,44417,Trumbull,(724) 977-3780,,Vphilson411@Outlook.Com,41.388756,-80.640551,True,Active,,,PharmacyBoard
Niles Veterinary Clinic,Veterinary Facility,VT - Vet Facility,1007 Youngstown-Warren Road,,Niles,OH,44446,Trumbull,(818) 707-5215,,Sommer.Nelson@Nva.Com,41.200873,-80.733594,True,Active,,,PharmacyBoard
Premium Pet Hospitals Inc,Veterinary Facility,VT - Vet Facility,380 State Route 7 Se,,Brookfield,OH,44403,Trumbull,(412) 999-8067,,Jpatlola@Gmail.Com,41.233116,-80.568568,True,Active,,,PharmacyBoard
Steel Valley Spay Neuter Clinic Llc,Veterinary Facility,VT - Vet Facility,405 S State St,,Girard,OH,44420,Trumbull,(330) 545-2255,,Steelvalleysnc@Gmail.Com,41.150141,-80.699497,True,Active,,,PharmacyBoard
Tnr Of Warren,Veterinary Facility,VT - Vet Facility,2428 Elm Rd Ne,,Warren,OH,44483,Trumbull,(724) 813-2319,,Tnrofwarren@Yahoo.Com,41.255841,-80.787670,True,Active,,,PharmacyBoard
Town & Country Veterinary Hospital,Veterinary Facility,VT - Vet Facility,8000 E. Market Street,,Warren,OH,44484,Trumbull,(330) 856-1862,,Tcvethospital@Aol.Com,41.238357,-80.749081,True,Active,,,PharmacyBoard
Vetcor Of Ohio Llc,Veterinary Facility,VT - Vet Facility,4680 Mahoning Ave Nw,,Warren,OH,44483,Trumbull,(781) 749-8151,,Permits@Vetcor.Com,41.285464,-80.846083,True,Active,,,PharmacyBoard
Vetcor Of Ohio Llc,Veterinary Facility,VT - Vet Facility,4680 Mahoning Ave Nw,,Warren,OH,44483,Trumbull,(781) 749-8151,,Permits@Vetcor.Com,41.285464,-80.846083,True,Active,,,PharmacyBoard
Vetcor Of Ohio Llc,Veterinary Facility,VT - Vet Facility,8004 State Route 5,,Kinsman,OH,44428,Trumbull,(330) 876-5555,,Permits@Vetcor.Com,41.440018,-80.596766,True,Active,,,PharmacyBoard
Western Reserve Veterinary Hosp.,Veterinary Facility,VT - Vet Facility,677 South High Street,,Cortland,OH,44410,Trumbull,(330) 638-1461,,Business@Wrvh.Vet,41.318151,-80.730968,True,Active,,,PharmacyBoard
Against The Odds Home Health Agency Llc,,LA  LICENSED HHA HHA NON-MEDICAL HOME HEALTH SERVICES,458 High St N E,,Warren,OH,44481,Trumbull,(724)982-8081,,Against.Theodds@Yahoo.Com,41.249676,-80.851194,True,ACTIVE,,,OHAL
Aglow Home Care,,LA  LICENSED HHA HHA NON-MEDICAL HOME HEALTH SERVICES,151 Youngstown Hubbard Rd Apt #28,,Hubbard,OH,44425,Trumbull,(724)928-9111,,Jw@Aglowhomecare.Com,41.156313,-80.584616,True,ACTIVE,,,OHAL
Angels At Work Home Health Llc,,LA  LICENSED HHA HHA NON-MEDICAL HOME HEALTH SERVICES,1601 Motor Inn Dr. Ste 240,,Girard,OH,44420,Trumbull,(330)781-5562,,Ebonyhall3434@Gmail.Com,41.155697,-80.669088,True,ACTIVE,,,OHAL
